sim_time,x,y,yaw,v,s,accel_cmd,steer_cmd,use_dyn,solved,iter,pred_x,pred_y,pred_yaw,pred_v,pred_yawdot,pred_slip,meas_vx,meas_vy,meas_yawdot,meas_steer
0.05,0.0186,-0.0598,0.0073,0.000,0.000,0.6530,-0.0132,0,1,2,0.0195,-0.0592,0.0031,0.0327,0.0000,0.0000,0.00000,0.00000,0.00000,0.00000
0.10,0.0195,-0.0598,0.0073,0.033,0.000,0.7449,-0.0076,0,1,2,0.0220,-0.0598,0.0072,0.0699,0.0000,0.0000,0.03265,0.00000,-0.00317,-0.03200
0.15,0.0220,-0.0598,0.0071,0.070,0.000,0.7956,-0.0052,0,1,2,0.0265,-0.0597,0.0070,0.1097,0.0000,0.0000,0.06990,0.00000,-0.00000,0.00000
0.20,0.0265,-0.0597,0.0069,0.110,0.000,0.8327,-0.0047,0,1,2,0.0330,-0.0597,0.0068,0.1513,0.0000,0.0000,0.10967,0.00000,-0.01063,-0.03200
0.25,0.0330,-0.0597,0.0066,0.151,0.000,0.8618,-0.0052,0,1,2,0.0417,-0.0596,0.0065,0.1944,0.0000,0.0000,0.15131,0.00000,-0.00000,0.00000
0.30,0.0417,-0.0596,0.0062,0.194,0.000,0.8822,-0.0063,0,1,2,0.0525,-0.0596,0.0060,0.2385,0.0000,0.0000,0.19440,0.00000,-0.01885,-0.03200
0.35,0.0525,-0.0596,0.0057,0.239,0.050,0.8966,-0.0073,0,1,2,0.0655,-0.0595,0.0054,0.2833,0.0000,0.0000,0.23851,0.00000,-0.00000,0.00000
0.40,0.0656,-0.0595,0.0050,0.283,0.050,0.9054,-0.0084,0,1,2,0.0808,-0.0594,0.0047,0.3286,0.0000,0.0000,0.28334,0.00000,-0.02747,-0.03200
0.45,0.0808,-0.0594,0.0043,0.329,0.050,0.9083,-0.0095,0,1,2,0.0984,-0.0593,0.0038,0.3740,0.0000,0.0000,0.32861,0.00000,-0.00000,0.00000
0.50,0.0984,-0.0593,0.0034,0.374,0.100,0.9078,-0.0102,0,1,2,0.1183,-0.0593,0.0028,0.4194,0.0000,0.0000,0.37403,0.00000,-0.03626,-0.03200
0.55,0.1183,-0.0593,0.0025,0.419,0.100,0.9033,-0.0111,0,1,2,0.1404,-0.0592,0.0017,0.4646,0.0000,0.0000,0.41942,0.00000,-0.00000,0.00000
0.60,0.1404,-0.0592,0.0014,0.465,0.100,0.8946,-0.0120,0,1,2,0.1647,-0.0592,0.0005,0.5093,0.0000,0.0000,0.46459,0.00000,-0.04504,-0.03200
0.65,0.1647,-0.0592,0.0001,0.509,0.150,0.8829,-0.0129,0,1,2,0.1913,-0.0592,-0.0009,0.5535,0.0000,0.0000,0.50931,-0.00192,-0.02515,0.00000
0.70,0.1913,-0.0594,6.2821,0.553,0.150,0.8687,-0.0110,0,1,2,0.2200,-0.0595,6.2811,0.5969,0.0000,0.0000,0.55345,-0.00424,-0.02890,-0.03200
0.75,0.2200,-0.0597,6.2806,0.597,0.200,0.8525,-0.0117,0,1,2,0.2509,-0.0598,6.2795,0.6395,0.0000,0.0000,0.59688,-0.00450,-0.02603,0.00000
0.80,0.2509,-0.0600,6.2792,0.640,0.250,0.8361,-0.0118,0,1,2,0.2840,-0.0602,6.2780,0.6813,0.0000,0.0000,0.63951,-0.00496,-0.03262,-0.03200
0.85,0.2840,-0.0604,6.2776,0.681,0.250,0.8193,-0.0115,0,1,2,0.3190,-0.0607,6.2764,0.7223,0.0000,0.0000,0.68131,-0.00505,-0.03039,0.00000
0.90,0.3190,-0.0609,6.2760,0.722,0.300,0.8006,-0.0110,0,1,2,0.3562,-0.0612,6.2747,0.7623,0.0000,0.0000,0.72227,-0.00545,-0.03627,-0.03200
0.95,0.3562,-0.0615,6.2742,0.762,0.350,0.7810,-0.0102,0,1,2,0.3952,-0.0619,6.2729,0.8014,0.0000,0.0000,0.76231,-0.00552,-0.03447,0.00000
1.00,0.3952,-0.0622,6.2723,0.801,0.400,0.7634,-0.0086,1,1,2,0.4353,-0.0629,6.2704,0.8395,-0.0220,-0.0045,0.80135,-0.00587,-0.03982,-0.03200
1.05,0.4363,-0.0630,6.2703,0.840,0.400,0.7466,-0.0075,1,1,2,0.4782,-0.0638,6.2684,0.8769,-0.0200,-0.0039,0.83953,-0.00591,-0.03832,0.00000
1.10,0.4792,-0.0639,6.2684,0.877,0.450,0.7212,-0.0069,1,1,2,0.5230,-0.0648,6.2662,0.9129,-0.0191,-0.0036,0.87685,-0.00623,-0.04325,-0.03200
1.15,0.5239,-0.0649,6.2662,0.913,0.500,0.6959,-0.0065,1,1,2,0.5695,-0.0660,6.2641,0.9477,-0.0187,-0.0034,0.91291,-0.00624,-0.04195,0.00000
1.20,0.5704,-0.0660,6.2640,0.948,0.550,0.6755,-0.0045,1,1,2,0.6178,-0.0673,6.2617,0.9815,-0.0134,-0.0023,0.94771,-0.00652,-0.04651,-0.03200
1.25,0.6186,-0.0674,6.2617,0.982,0.600,0.6538,-0.0030,1,1,2,0.6677,-0.0687,6.2594,1.0142,-0.0093,-0.0016,0.98148,-0.00650,-0.04532,0.00000
1.30,0.6685,-0.0688,6.2593,1.014,0.650,0.6312,-0.0017,1,1,2,0.7192,-0.0704,6.2569,1.0458,-0.0056,-0.0009,1.01417,-0.00674,-0.04959,-0.03200
1.35,0.7199,-0.0704,6.2568,1.046,0.700,0.6083,-0.0005,1,1,2,0.7722,-0.0722,6.2544,1.0762,-0.0017,-0.0002,1.04573,-0.00670,-0.04848,0.00000
1.40,0.7730,-0.0722,6.2544,1.076,0.750,0.5852,0.0008,1,1,2,0.8267,-0.0741,6.2517,1.1054,0.0025,0.0004,1.07615,-0.00691,-0.05248,-0.03200
1.45,0.8275,-0.0740,6.2542,1.105,0.800,0.5622,-0.0000,1,1,2,0.8827,-0.0754,6.2561,1.1335,-0.0001,-0.0000,1.10542,0.00258,0.03864,0.00000
1.50,0.8834,-0.0755,6.2549,1.134,0.850,0.5393,-0.0001,1,1,2,0.9401,-0.0771,6.2550,1.1605,-0.0003,-0.0000,1.13354,0.00047,0.00294,0.00000
1.55,0.9408,-0.0771,6.2549,1.161,0.900,0.5166,-0.0003,1,1,2,0.9988,-0.0787,6.2550,1.1863,-0.0009,-0.0001,1.16050,0.00012,0.00026,0.00000
1.60,0.9994,-0.0790,6.2532,1.186,1.000,0.4944,0.0009,1,1,2,1.0587,-0.0810,6.2506,1.2111,0.0031,0.0004,1.18632,-0.00534,-0.05281,-0.03200
1.65,1.0593,-0.0809,6.2530,1.211,1.050,0.4727,-0.0003,1,1,2,1.1198,-0.0825,6.2550,1.2347,-0.0011,-0.0002,1.21105,0.00302,0.04050,0.00000
1.70,1.1204,-0.0828,6.2520,1.235,1.100,0.4515,0.0008,1,1,2,1.1821,-0.0850,6.2495,1.2573,0.0028,0.0004,1.23467,-0.00480,-0.05067,-0.03200
1.75,1.1827,-0.0848,6.2518,1.257,1.150,0.4308,-0.0004,1,1,2,1.2455,-0.0867,6.2539,1.2788,-0.0016,-0.0002,1.25726,0.00318,0.04143,0.00000
1.80,1.2460,-0.0869,6.2508,1.279,1.250,0.4104,0.0009,1,1,2,1.3099,-0.0892,6.2482,1.2993,0.0035,0.0005,1.27879,-0.00476,-0.05172,-0.03200
1.85,1.3105,-0.0891,6.2506,1.299,1.300,0.3906,-0.0000,1,1,2,1.3754,-0.0911,6.2527,1.3188,-0.0000,-0.0000,1.29931,0.00321,0.04193,0.00000
1.90,1.3759,-0.0911,6.2514,1.319,1.350,0.3716,0.0019,1,1,2,1.4418,-0.0932,6.2516,1.3374,0.0074,0.0010,1.31885,0.00061,0.00458,0.00000
1.95,1.4423,-0.0930,6.2534,1.337,1.400,0.3531,0.0021,1,1,2,1.5091,-0.0947,6.2563,1.3551,0.0084,0.0011,1.33742,0.00553,0.05839,0.03200
2.00,1.5096,-0.0946,6.2565,1.355,1.500,0.3353,0.0016,1,1,2,1.5773,-0.0961,6.2597,1.3718,0.0066,0.0008,1.35507,0.00643,0.06299,0.00000
2.05,1.5777,-0.0960,6.2597,1.372,1.550,0.3181,0.0016,1,1,2,1.6463,-0.0973,6.2630,1.3878,0.0066,0.0008,1.37183,0.00685,0.06652,0.03200
2.10,1.6467,-0.0971,6.2631,1.388,1.650,0.3016,0.0012,1,1,2,1.7161,-0.0982,6.2663,1.4028,0.0050,0.0006,1.38774,0.00679,0.06542,0.00000
2.15,1.7165,-0.0981,6.2663,1.403,1.700,0.2859,0.0020,1,1,2,1.7866,-0.0989,6.2698,1.4171,0.0083,0.0010,1.40282,0.00692,0.06815,0.03200
2.20,1.7870,-0.0988,6.2698,1.417,1.750,0.2707,0.0040,1,1,2,1.8578,-0.0994,6.2731,1.4307,0.0173,0.0021,1.41711,0.00677,0.06693,0.00000
2.25,1.8581,-0.0993,6.2731,1.431,1.850,0.2560,0.0060,1,1,2,1.9297,-0.0997,6.2766,1.4435,0.0260,0.0031,1.43065,0.00687,0.06954,0.03200
2.30,1.9300,-0.0996,6.2766,1.443,1.900,0.2419,0.0088,1,1,2,2.0022,-0.0997,6.2800,1.4556,0.0386,0.0046,1.44345,0.00670,0.06828,0.00000
2.35,2.0025,-0.0996,6.2801,1.456,2.000,0.2282,0.0110,1,1,2,2.0753,-0.0995,6.2836,1.4670,0.0489,0.0057,1.45554,0.00679,0.07078,0.03200
2.40,2.0755,-0.0993,0.0004,1.467,2.050,0.2151,0.0115,1,1,2,2.1489,-0.0990,0.0039,1.4777,0.0515,0.0060,1.46696,0.00662,0.06948,0.00000
2.45,2.1492,-0.0989,0.0039,1.478,2.150,0.2030,0.0140,1,1,2,2.2230,-0.0982,0.0075,1.4879,0.0632,0.0073,1.47771,0.00671,0.07190,0.03200
2.50,2.2233,-0.0981,0.0075,1.488,2.200,0.1920,0.0175,1,1,2,2.2977,-0.0972,0.0111,1.4975,0.0791,0.0091,1.48786,0.00654,0.07056,0.00000
2.55,2.2979,-0.0971,0.0111,1.497,2.300,0.1814,0.0229,1,1,2,2.3728,-0.0959,0.0147,1.5065,0.1043,0.0119,1.49746,0.00664,0.07289,0.03200
2.60,2.3730,-0.0958,0.0147,1.507,2.350,0.1715,0.0299,1,1,2,2.4483,-0.0943,0.0183,1.5151,0.1370,0.0155,1.50653,0.00646,0.07152,0.00000
2.65,2.4485,-0.0942,0.0183,1.515,2.450,0.1625,0.0380,1,1,2,2.5243,-0.0925,0.0220,1.5232,0.1753,0.0198,1.51511,0.00656,0.07379,0.03200
2.70,2.5245,-0.0919,0.0260,1.523,2.500,0.1541,0.0437,1,1,2,2.6006,-0.0891,0.0360,1.5310,0.2024,0.0227,1.52315,0.01689,0.19970,0.06400
2.75,2.6007,-0.0886,0.0366,1.531,2.600,0.1463,0.0493,1,1,2,2.6772,-0.0849,0.0475,1.5383,0.2297,0.0256,1.53084,0.01854,0.21702,0.03200
2.80,2.6774,-0.0845,0.0476,1.538,2.650,0.1391,0.0557,1,1,2,2.7541,-0.0799,0.0587,1.5452,0.2607,0.0289,1.53815,0.01900,0.22260,0.06400
2.85,2.7543,-0.0794,0.0588,1.545,2.750,0.1318,0.0622,1,1,2,2.8313,-0.0739,0.0699,1.5518,0.2925,0.0323,1.54511,0.01889,0.22228,0.03200
2.90,2.8315,-0.0735,0.0699,1.552,2.800,0.1259,0.0720,1,1,2,2.9088,-0.0671,0.0812,1.5581,0.3397,0.0374,1.55170,0.01897,0.22514,0.06400
2.95,2.9089,-0.0662,0.0853,1.558,2.900,0.1196,0.0772,1,1,2,2.9864,-0.0581,0.1029,1.5641,0.3659,0.0401,1.55784,0.02919,0.35371,0.09600
3.00,2.9864,-0.0574,0.1036,1.564,2.950,0.1145,0.0824,1,1,2,3.0641,-0.0478,0.1222,1.5698,0.3921,0.0428,1.56379,0.03067,0.37256,0.06400
3.05,3.0641,-0.0470,0.1224,1.570,3.050,0.1096,0.0885,1,1,2,3.1418,-0.0359,0.1413,1.5753,0.4226,0.0460,1.56951,0.03100,0.37871,0.09600
3.10,3.1418,-0.0351,0.1414,1.575,3.150,0.1058,0.0953,1,1,2,3.2196,-0.0225,0.1603,1.5806,0.4569,0.0496,1.57500,0.03081,0.37881,0.06400
3.15,3.2196,-0.0218,0.1603,1.581,3.200,0.1020,0.1039,1,1,2,3.2973,-0.0076,0.1794,1.5857,0.4997,0.0541,1.58028,0.03083,0.38197,0.09600
3.20,3.2972,-0.0064,0.1836,1.586,3.300,0.0984,0.1077,1,1,2,3.3748,0.0100,0.2092,1.5906,0.5201,0.0561,1.58516,0.04094,0.51247,0.12800
3.25,3.3747,0.0111,0.2099,1.591,3.350,0.0948,0.1123,1,1,2,3.4520,0.0298,0.2365,1.5953,0.5438,0.0585,1.59004,0.04226,0.53245,0.09600
3.30,3.4518,0.0308,0.2366,1.595,3.450,0.0912,0.1165,1,1,2,3.5289,0.0516,0.2636,1.5999,0.5659,0.0607,1.59478,0.04249,0.53904,0.12800
3.35,3.5287,0.0526,0.2637,1.600,3.550,0.0876,0.1229,1,1,2,3.6054,0.0755,0.2906,1.6043,0.5990,0.0641,1.59934,0.04222,0.53942,0.09600
3.40,3.6051,0.0766,0.2907,1.604,3.600,0.0849,0.1301,1,1,2,3.6814,0.1016,0.3178,1.6085,0.6356,0.0678,1.60373,0.04219,0.54279,0.12800
3.45,3.6809,0.1031,0.3220,1.609,3.700,0.0817,0.1338,1,1,2,3.7564,0.1310,0.3557,1.6126,0.6591,0.0305,1.60768,0.05221,0.67481,0.16000
3.50,3.7560,0.1323,0.3565,1.613,3.800,0.0791,0.1388,1,1,2,3.8306,0.1630,0.3912,1.6166,0.6821,0.0724,1.61173,0.05340,0.69570,0.12800
3.55,3.8301,0.1643,0.3914,1.617,3.850,0.0775,0.1433,1,1,2,3.9038,0.1976,0.4265,1.6204,0.7058,0.0748,1.61568,0.05354,0.70258,0.16000
3.60,3.9032,0.1989,0.4266,1.620,3.950,0.0760,0.1481,1,1,2,3.9759,0.2349,0.4617,1.6242,0.7315,0.0773,1.61957,0.05321,0.70315,0.12800
3.65,3.9753,0.2362,0.4618,1.624,4.050,0.0753,0.1537,1,1,2,4.0468,0.2747,0.4971,1.6280,0.7615,0.0803,1.62337,0.05313,0.70664,0.16000
3.70,4.0462,0.2760,0.4972,1.628,4.150,0.0751,0.1579,1,1,2,4.1165,0.3171,0.5325,1.6313,0.7728,0.0393,1.62715,0.05279,0.70661,0.12800
3.75,4.1158,0.3184,0.5325,1.632,4.200,0.0759,0.1593,1,1,2,4.1847,0.3621,0.5680,1.6352,0.7667,0.0383,1.63091,0.05272,0.70995,0.16000
3.80,4.1840,0.3633,0.5681,1.636,4.300,0.0775,0.1618,1,1,2,4.2515,0.4095,0.6036,1.6390,0.7681,0.0382,1.63472,0.05238,0.70987,0.12800
3.85,4.2505,0.4110,0.6066,1.639,4.400,0.0795,0.1693,1,1,2,4.3161,0.4602,0.6482,1.6433,0.8143,0.0356,1.63828,0.06150,0.83239,0.16000
3.90,4.3151,0.4617,0.6493,1.643,4.450,0.0841,0.1864,1,1,2,4.3786,0.5139,0.6926,1.6470,0.9324,0.0443,1.64218,0.06353,0.86723,0.19200
3.95,4.3775,0.5153,0.6928,1.648,4.550,0.0805,0.1900,1,1,2,4.4388,0.5704,0.7365,1.6512,0.9216,0.0429,1.64639,0.06337,0.87282,0.16000
4.00,4.4376,0.5717,0.7366,1.652,4.650,0.0782,0.1905,1,1,2,4.4967,0.6295,0.7804,1.6553,0.9085,0.0412,1.65042,0.06322,0.87760,0.19200
4.05,4.4954,0.6308,0.7805,1.656,4.750,0.0786,0.1969,1,1,2,4.5521,0.6913,0.8244,1.6590,0.9315,0.0432,1.65436,0.06277,0.87823,0.16000
4.10,4.5505,0.6927,0.8275,1.659,4.800,0.0768,0.2032,1,1,2,4.6040,0.7563,0.8776,1.6636,0.9718,0.0381,1.65793,0.07176,1.00203,0.19200
4.15,4.6023,0.7576,0.8787,1.663,4.900,0.0699,0.2106,1,1,2,4.6526,0.8240,0.9306,1.6668,1.0496,0.0432,1.66169,0.07363,1.03810,0.22400
4.20,4.6508,0.8253,0.9308,1.667,5.000,0.0650,0.2184,1,1,2,4.6977,0.8944,0.9830,1.6696,1.0909,0.0475,1.66520,0.07331,1.04439,0.19200
4.25,4.6958,0.8955,0.9831,1.670,5.100,0.0650,0.2211,1,1,2,4.7391,0.9671,1.0356,1.6729,1.0930,0.0475,1.66847,0.07305,1.04928,0.22400
4.30,4.7372,0.9681,1.0356,1.673,5.200,0.0679,0.2239,1,1,2,4.7768,1.0420,1.0881,1.6762,1.0976,0.0478,1.67174,0.07256,1.04985,0.19200
4.35,4.7747,1.0430,1.0897,1.677,5.250,0.0704,0.2275,1,1,2,4.8101,1.1192,1.1454,1.6801,1.1223,0.0456,1.67495,0.07694,1.11393,0.22400
4.40,4.8077,1.1202,1.1481,1.680,5.350,0.0770,0.2318,1,1,2,4.8384,1.1985,1.2081,1.6844,1.1818,0.0448,1.67820,0.08270,1.20046,0.25600
4.45,4.8360,1.1994,1.2086,1.684,5.450,0.0858,0.2358,1,1,2,4.8619,1.2796,1.2694,1.6884,1.2320,0.0492,1.68205,0.08290,1.21563,0.22400
4.50,4.8595,1.2803,1.2695,1.688,5.550,0.0892,0.2381,1,1,2,4.8806,1.3622,1.3307,1.6927,1.2450,0.0502,1.68635,0.08265,1.22239,0.25600
4.55,4.8781,1.3628,1.3308,1.693,5.650,0.0885,0.2405,1,1,2,4.8942,1.4460,1.3920,1.6970,1.2540,0.0509,1.69085,0.08205,1.22415,0.22400
4.60,4.8917,1.4464,1.3920,1.697,5.700,0.0835,0.2411,1,1,2,4.9028,1.5307,1.4535,1.7012,1.2538,0.0504,1.69530,0.08172,1.22904,0.25600
4.65,4.9001,1.5309,1.4536,1.701,5.800,0.0779,0.2397,1,1,2,4.9061,1.6160,1.5151,1.7053,1.2443,0.0491,1.69951,0.08110,1.23067,0.22400
4.70,4.9035,1.6160,1.5152,1.705,5.900,0.0747,0.2382,1,1,2,4.9042,1.7015,1.5770,1.7091,1.2376,0.0479,1.70342,0.08076,1.23543,0.25600
4.75,4.9015,1.7014,1.5770,1.709,6.000,0.0712,0.2343,1,1,2,4.8970,1.7869,1.6389,1.7130,1.2189,0.0457,1.70719,0.08016,1.23672,0.22400
4.80,4.8944,1.7866,1.6389,1.713,6.100,0.0669,0.2315,1,1,2,4.8846,1.8718,1.7010,1.7164,1.2107,0.0443,1.71077,0.07985,1.24112,0.25600
4.85,4.8819,1.8714,1.7011,1.716,6.200,0.0602,0.2318,1,1,2,4.8669,1.9560,1.7632,1.7193,1.2205,0.0448,1.71415,0.07928,1.24217,0.22400
4.90,4.8642,1.9554,1.7632,1.719,6.250,0.0503,0.2291,1,1,2,4.8439,2.0391,1.8255,1.7219,1.2157,0.0435,1.71717,0.07900,1.24635,0.25600
4.95,4.8414,2.0383,1.8256,1.722,6.350,0.0353,0.2246,1,1,2,4.8159,2.1207,1.8880,1.7238,1.2068,0.0419,1.71971,0.07846,1.24713,0.22400
5.00,4.8133,2.1197,1.8880,1.723,6.450,0.0136,0.2158,1,1,2,4.7827,2.2004,1.9506,1.7247,1.1909,0.0392,1.72149,0.07822,1.25090,0.25600
5.05,4.7806,2.1994,1.9476,1.724,6.550,0.0137,0.2171,1,1,2,4.7456,2.2784,2.0040,1.7241,1.1489,0.0454,1.72258,0.06868,1.12813,0.22400
5.10,4.7435,2.2773,2.0029,1.725,6.650,0.0272,0.2191,1,1,2,4.7044,2.3542,2.0575,1.7254,1.1338,0.0454,1.72334,0.06661,1.09251,0.19200
5.15,4.7024,2.3531,2.0573,1.726,6.750,0.0429,0.2218,1,1,2,4.6590,2.4278,2.1117,1.7277,1.1396,0.0455,1.72470,0.06674,1.08808,0.22400
5.20,4.6570,2.4266,2.1117,1.728,6.850,0.0554,0.2234,1,1,2,4.6097,2.4990,2.1660,1.7305,1.1423,0.0455,1.72685,0.06672,1.08584,0.19200
5.25,4.6077,2.4976,2.1660,1.731,6.950,0.0619,0.2230,1,1,2,4.5564,2.5674,2.2204,1.7337,1.1362,0.0444,1.72962,0.06687,1.08826,0.22400
5.30,4.5546,2.5660,2.2205,1.734,7.050,0.0619,0.2207,1,1,2,4.4994,2.6330,2.2749,1.7370,1.1193,0.0425,1.73272,0.06662,1.08814,0.19200
5.35,4.4977,2.6315,2.2749,1.737,7.150,0.0582,0.2170,1,1,2,4.4389,2.6956,2.3295,1.7400,1.1006,0.0402,1.73582,0.06656,1.09159,0.22400
5.40,4.4372,2.6939,2.3295,1.740,7.250,0.0532,0.2070,1,1,2,4.3749,2.7548,2.3841,1.7432,1.0565,0.0359,1.73875,0.06615,1.09197,0.19200
5.45,4.3733,2.7530,2.3842,1.743,7.350,0.0487,0.1909,1,1,2,4.3077,2.8105,2.4390,1.7463,0.9967,0.0301,1.74141,0.06599,1.09548,0.22400
5.50,4.3064,2.8089,2.4359,1.745,7.450,0.0422,0.1758,1,1,2,4.2381,2.8634,2.4845,1.7479,0.8845,0.0272,1.74418,0.05654,0.97209,0.19200
5.55,4.2369,2.8617,2.4835,1.747,7.550,0.0340,0.1585,1,1,2,4.1661,2.9131,2.5303,1.7498,0.8159,0.0229,1.74636,0.05450,0.93650,0.16000
5.60,4.1652,2.9117,2.5258,1.749,7.650,0.0251,0.1472,1,1,2,4.0925,2.9604,2.5655,1.7501,0.7233,0.0233,1.74834,0.04457,0.79330,0.12800
5.65,4.0916,2.9590,2.5646,1.750,7.750,0.0129,0.1403,1,1,2,4.0170,3.0049,2.6031,1.7507,0.7193,0.0233,1.74961,0.04388,0.76910,0.16000
5.70,4.0162,3.0035,2.6030,1.751,7.850,-0.0017,0.1301,1,1,2,3.9399,3.0465,2.6411,1.7508,0.6919,0.0202,1.75025,0.04400,0.76326,0.12800
5.75,3.9392,3.0450,2.6411,1.751,7.950,-0.0209,0.1178,1,1,2,3.8613,3.0851,2.6793,1.7499,0.6682,0.0172,1.75015,0.04433,0.76444,0.16000
5.80,3.8607,3.0838,2.6763,1.750,8.000,-0.0349,0.1126,1,1,2,3.7817,3.1215,2.7082,1.7471,0.6423,0.0229,1.74931,0.03526,0.63882,0.12800
5.85,3.7813,3.1203,2.7071,1.748,8.100,-0.0447,0.1118,1,1,2,3.7013,3.1555,2.7371,1.7452,0.6194,0.0223,1.74760,0.03361,0.60129,0.09600
5.90,3.7008,3.1543,2.7369,1.746,8.200,-0.0512,0.1088,1,1,2,3.6199,3.1871,2.7667,1.7429,0.5929,0.0199,1.74536,0.03404,0.59577,0.12800
5.95,3.6195,3.1859,2.7667,1.743,8.300,-0.0552,0.0998,1,1,2,3.5378,3.2162,2.7963,1.7404,0.5465,0.0159,1.74279,0.03427,0.59226,0.09600
6.00,3.5374,3.2149,2.7962,1.740,8.400,-0.0602,0.0877,1,1,2,3.4550,3.2428,2.8259,1.7376,0.4978,0.0114,1.74002,0.03468,0.59284,0.12800
6.05,3.4548,3.2418,2.8228,1.737,8.500,-0.0631,0.0794,1,1,2,3.3718,3.2678,2.8461,1.7339,0.4441,0.0141,1.73717,0.02571,0.46646,0.09600
6.10,3.3717,3.2669,2.8450,1.734,8.600,-0.0643,0.0719,1,1,2,3.2884,3.2911,2.8664,1.7308,0.3930,0.0119,1.73404,0.02414,0.42875,0.06400
6.15,3.2882,3.2902,2.8662,1.731,8.650,-0.0642,0.0581,1,1,2,3.2046,3.3125,2.8873,1.7279,0.3290,0.0064,1.73081,0.02462,0.42307,0.09600
6.20,3.2045,3.3119,2.8842,1.728,8.750,-0.0630,0.0483,1,1,2,3.1208,3.3331,2.8990,1.7243,0.2620,0.0089,1.72771,0.01582,0.29597,0.06400
6.25,3.1207,3.3326,2.8979,1.725,8.850,-0.0608,0.0388,1,1,2,3.0369,3.3527,2.9108,1.7214,0.2098,0.0062,1.72457,0.01431,0.25862,0.03200
6.30,3.0368,3.3521,2.9106,1.722,8.950,-0.0572,0.0232,1,1,2,2.9529,3.3711,2.9232,1.7187,0.1452,-0.0001,1.72153,0.01478,0.25332,0.06400
6.35,2.9529,3.3709,2.9201,1.719,9.000,-0.0510,0.0105,1,1,2,2.8690,3.3894,2.9265,1.7157,0.0749,0.0023,1.71872,0.00593,0.12695,0.03200
6.40,2.8690,3.3893,2.9254,1.716,9.100,-0.0444,-0.0031,1,1,2,2.7851,3.4074,2.9299,1.7137,0.0142,-0.0023,1.71618,0.00432,0.09030,-0.00000
6.45,2.7853,3.4077,2.9254,1.714,9.200,-0.0378,-0.0118,1,1,2,2.7016,3.4263,2.9228,1.7116,-0.0666,0.0011,1.71395,-0.00539,-0.05278,-0.03200
6.50,2.7017,3.4265,2.9219,1.712,9.250,-0.0283,-0.0201,1,1,2,2.6182,3.4454,2.9181,1.7105,-0.1247,-0.0055,1.71206,-0.00599,-0.07665,-0.00000
6.55,2.6183,3.4456,2.9180,1.711,9.350,-0.0196,-0.0306,1,1,2,2.5349,3.4648,2.9138,1.7095,-0.1623,-0.0097,1.71065,-0.00582,-0.08281,-0.03200
6.60,2.5350,3.4650,2.9138,1.710,9.450,-0.0125,-0.0450,1,1,2,2.4518,3.4846,2.9097,1.7088,-0.2068,-0.0145,1.70967,-0.00543,-0.08193,-0.00000
6.65,2.4519,3.4850,2.9066,1.709,9.500,-0.0050,-0.0581,1,1,2,2.3690,3.5056,2.8963,1.7084,-0.2663,-0.0120,1.70899,-0.01452,-0.20613,-0.03200
6.70,2.3691,3.5062,2.8953,1.709,9.600,0.0011,-0.0728,1,1,2,2.2865,3.5278,2.8832,1.7085,-0.3166,-0.0154,1.70873,-0.01637,-0.24181,-0.06400
6.75,2.2867,3.5287,2.8787,1.709,9.700,0.0089,-0.0866,1,1,2,2.2046,3.5522,2.8595,1.7090,-0.4110,-0.0135,1.70866,-0.02625,-0.38399,-0.09600
6.80,2.2048,3.5530,2.8587,1.709,9.800,0.0163,-0.0997,1,1,2,2.1231,3.5782,2.8383,1.7101,-0.5173,-0.0519,1.70909,-0.02697,-0.40761,-0.06400
6.85,2.1235,3.5793,2.8351,1.710,9.850,0.0225,-0.1079,1,1,2,2.0425,3.6068,2.8083,1.7111,-0.5575,-0.0179,1.70974,-0.03595,-0.53621,-0.09600
6.90,2.0429,3.6080,2.8072,1.711,9.950,0.0267,-0.1151,1,1,2,1.9627,3.6379,2.7785,1.7126,-0.5986,-0.0600,1.71083,-0.03762,-0.57296,-0.12800
6.95,1.9631,3.6390,2.7783,1.713,10.050,0.0320,-0.1241,1,1,2,1.8837,3.6712,2.7494,1.7138,-0.6466,-0.0268,1.71217,-0.03727,-0.57794,-0.09600
7.00,1.8842,3.6723,2.7494,1.714,10.150,0.0348,-0.1316,1,1,2,1.8057,3.7068,2.7203,1.7154,-0.6645,-0.0287,1.71377,-0.03713,-0.58109,-0.12800
7.05,1.8064,3.7084,2.7161,1.716,10.250,0.0372,-0.1342,1,1,2,1.7292,3.7459,2.6801,1.7177,-0.6948,-0.0232,1.71528,-0.04688,-0.71805,-0.16000
7.10,1.7299,3.7473,2.6794,1.718,10.300,0.0373,-0.1399,1,1,2,1.6541,3.7878,2.6423,1.7195,-0.7491,-0.0275,1.71712,-0.04763,-0.74153,-0.12800
7.15,1.6548,3.7892,2.6421,1.720,10.400,0.0358,-0.1480,1,1,2,1.5805,3.8325,2.6047,1.7211,-0.7934,-0.0314,1.71899,-0.04749,-0.74836,-0.16000
7.20,1.5813,3.8338,2.6047,1.721,10.500,0.0339,-0.1532,1,1,2,1.5085,3.8799,2.5672,1.7227,-0.8083,-0.0328,1.72079,-0.04704,-0.74836,-0.12800
7.25,1.5094,3.8812,2.5672,1.723,10.600,0.0326,-0.1591,1,1,2,1.4383,3.9300,2.5297,1.7242,-0.8251,-0.0342,1.72249,-0.04695,-0.75092,-0.16000
